hs6,hscode10,류,호,소호,세번10단위품명,신성질별 분류명
200799,2007991000,제20류 채소·과실의조제품,"잼ㆍ과실젤리ㆍ마멀레이드(marmalade)ㆍ과실이나 견과류의 퓨레(puree)ㆍ과실이나 견과류의 페이스트(paste)(조리해서 얻은 것으로 한정하며, 설탕이나 그 밖의 감미료를 첨가했는지에 상관없다)",기타,잼ㆍ과실젤리와 마멀레이드(marmalade),과실류 가공품
200799,2007999000,제20류 채소·과실의조제품,"잼ㆍ과실젤리ㆍ마멀레이드(marmalade)ㆍ과실이나 견과류의 퓨레(puree)ㆍ과실이나 견과류의 페이스트(paste)(조리해서 얻은 것으로 한정하며, 설탕이나 그 밖의 감미료를 첨가했는지에 상관없다)",기타,기타,과실류 가공품
200811,2008111000,제20류 채소·과실의조제품,그 밖의 방법으로 조제하거나 보존처리한 과실ㆍ견과류와 그 밖의 식용에 적합한 식물의 부분(설탕이나 그 밖의 감미료나 주정을 첨가했는지에 상관없으며 따로 분류되지 않은 것으로 한정한다),땅콩,피넛 버터,견과류 가공품
200811,2008119000,제20류 채소·과실의조제품,그 밖의 방법으로 조제하거나 보존처리한 과실ㆍ견과류와 그 밖의 식용에 적합한 식물의 부분(설탕이나 그 밖의 감미료나 주정을 첨가했는지에 상관없으며 따로 분류되지 않은 것으로 한정한다),땅콩,기타,견과류 가공품
200819,2008191000,제20류 채소·과실의조제품,그 밖의 방법으로 조제하거나 보존처리한 과실ㆍ견과류와 그 밖의 식용에 적합한 식물의 부분(설탕이나 그 밖의 감미료나 주정을 첨가했는지에 상관없으며 따로 분류되지 않은 것으로 한정한다),기타(혼합물을 포함한다),밤,견과류 가공품
200819,2008192000,제20류 채소·과실의조제품,그 밖의 방법으로 조제하거나 보존처리한 과실ㆍ견과류와 그 밖의 식용에 적합한 식물의 부분(설탕이나 그 밖의 감미료나 주정을 첨가했는지에 상관없으며 따로 분류되지 않은 것으로 한정한다),기타(혼합물을 포함한다),코코넛,견과류 가공품
200819,2008199000,제20류 채소·과실의조제품,그 밖의 방법으로 조제하거나 보존처리한 과실ㆍ견과류와 그 밖의 식용에 적합한 식물의 부분(설탕이나 그 밖의 감미료나 주정을 첨가했는지에 상관없으며 따로 분류되지 않은 것으로 한정한다),기타(혼합물을 포함한다),기타,견과류 가공품
200820,2008200000,제20류 채소·과실의조제품,그 밖의 방법으로 조제하거나 보존처리한 과실ㆍ견과류와 그 밖의 식용에 적합한 식물의 부분(설탕이나 그 밖의 감미료나 주정을 첨가했는지에 상관없으며 따로 분류되지 않은 것으로 한정한다),파인애플,파인애플,과실류 가공품
200830,2008301000,제20류 채소·과실의조제품,그 밖의 방법으로 조제하거나 보존처리한 과실ㆍ견과류와 그 밖의 식용에 적합한 식물의 부분(설탕이나 그 밖의 감미료나 주정을 첨가했는지에 상관없으며 따로 분류되지 않은 것으로 한정한다),감귤류 과실,유자,과실류 가공품
200830,2008309000,제20류 채소·과실의조제품,그 밖의 방법으로 조제하거나 보존처리한 과실ㆍ견과류와 그 밖의 식용에 적합한 식물의 부분(설탕이나 그 밖의 감미료나 주정을 첨가했는지에 상관없으며 따로 분류되지 않은 것으로 한정한다),감귤류 과실,기타,과실류 가공품
200840,2008400000,제20류 채소·과실의조제품,그 밖의 방법으로 조제하거나 보존처리한 과실ㆍ견과류와 그 밖의 식용에 적합한 식물의 부분(설탕이나 그 밖의 감미료나 주정을 첨가했는지에 상관없으며 따로 분류되지 않은 것으로 한정한다),배,배,과실류 가공품
200850,2008500000,제20류 채소·과실의조제품,그 밖의 방법으로 조제하거나 보존처리한 과실ㆍ견과류와 그 밖의 식용에 적합한 식물의 부분(설탕이나 그 밖의 감미료나 주정을 첨가했는지에 상관없으며 따로 분류되지 않은 것으로 한정한다),살구,살구,과실류 가공품
200860,2008600000,제20류 채소·과실의조제품,그 밖의 방법으로 조제하거나 보존처리한 과실ㆍ견과류와 그 밖의 식용에 적합한 식물의 부분(설탕이나 그 밖의 감미료나 주정을 첨가했는지에 상관없으며 따로 분류되지 않은 것으로 한정한다),체리,체리,과실류 가공품
200870,2008709000,제20류 채소·과실의조제품,그 밖의 방법으로 조제하거나 보존처리한 과실ㆍ견과류와 그 밖의 식용에 적합한 식물의 부분(설탕이나 그 밖의 감미료나 주정을 첨가했는지에 상관없으며 따로 분류되지 않은 것으로 한정한다),복숭아[넥터린(nectarine)을 포함한다],기타,과실류 가공품
200870,2008701000,제20류 채소·과실의조제품,그 밖의 방법으로 조제하거나 보존처리한 과실ㆍ견과류와 그 밖의 식용에 적합한 식물의 부분(설탕이나 그 밖의 감미료나 주정을 첨가했는지에 상관없으며 따로 분류되지 않은 것으로 한정한다),복숭아[넥터린(nectarine)을 포함한다],설탕을 첨가한 밀폐용기에 넣은 것,과실류 가공품
200880,2008800000,제20류 채소·과실의조제품,그 밖의 방법으로 조제하거나 보존처리한 과실ㆍ견과류와 그 밖의 식용에 적합한 식물의 부분(설탕이나 그 밖의 감미료나 주정을 첨가했는지에 상관없으며 따로 분류되지 않은 것으로 한정한다),초본류 딸기,초본류 딸기,과실류 가공품
200891,2008910000,제20류 채소·과실의조제품,그 밖의 방법으로 조제하거나 보존처리한 과실ㆍ견과류와 그 밖의 식용에 적합한 식물의 부분(설탕이나 그 밖의 감미료나 주정을 첨가했는지에 상관없으며 따로 분류되지 않은 것으로 한정한다),팜 하트(palm heart),팜 하트(palm heart),과실류 가공품
200893,2008930000,제20류 채소·과실의조제품,그 밖의 방법으로 조제하거나 보존처리한 과실ㆍ견과류와 그 밖의 식용에 적합한 식물의 부분(설탕이나 그 밖의 감미료나 주정을 첨가했는지에 상관없으며 따로 분류되지 않은 것으로 한정한다),크랜베리(cranberry)[바치니움 매크로카르폰(Vaccinium macrocarpon)ㆍ바치니움 옥시코코스(Vaccinium oxycoccos)ㆍ바치니움 비티스-이다에아(Vaccinium vitis-idaea)],크랜베리(cranberry)[바치니움 매크로카르폰(Vaccinium macrocarpon)ㆍ바치니움 옥시코코스(Vaccinium oxycoccos)ㆍ바치니움 비티스이다에아(Vaccinium vitisidaea)],과실류 가공품
200897,2008971010,제20류 채소·과실의조제품,그 밖의 방법으로 조제하거나 보존처리한 과실ㆍ견과류와 그 밖의 식용에 적합한 식물의 부분(설탕이나 그 밖의 감미료나 주정을 첨가했는지에 상관없으며 따로 분류되지 않은 것으로 한정한다),혼합물,설탕을 첨가한 밀폐용기에 넣은 것,과실류 가공품
200897,2008971090,제20류 채소·과실의조제품,그 밖의 방법으로 조제하거나 보존처리한 과실ㆍ견과류와 그 밖의 식용에 적합한 식물의 부분(설탕이나 그 밖의 감미료나 주정을 첨가했는지에 상관없으며 따로 분류되지 않은 것으로 한정한다),혼합물,기타,과실류 가공품
200897,2008979000,제20류 채소·과실의조제품,그 밖의 방법으로 조제하거나 보존처리한 과실ㆍ견과류와 그 밖의 식용에 적합한 식물의 부분(설탕이나 그 밖의 감미료나 주정을 첨가했는지에 상관없으며 따로 분류되지 않은 것으로 한정한다),혼합물,기타,과실류 가공품
200897,2008972000,제20류 채소·과실의조제품,그 밖의 방법으로 조제하거나 보존처리한 과실ㆍ견과류와 그 밖의 식용에 적합한 식물의 부분(설탕이나 그 밖의 감미료나 주정을 첨가했는지에 상관없으며 따로 분류되지 않은 것으로 한정한다),혼합물,과실 샐러드,과실류 가공품
200899,2008995090,제20류 채소·과실의조제품,그 밖의 방법으로 조제하거나 보존처리한 과실ㆍ견과류와 그 밖의 식용에 적합한 식물의 부분(설탕이나 그 밖의 감미료나 주정을 첨가했는지에 상관없으며 따로 분류되지 않은 것으로 한정한다),기타,기타,기타 조제식료품
200899,2008995010,제20류 채소·과실의조제품,그 밖의 방법으로 조제하거나 보존처리한 과실ㆍ견과류와 그 밖의 식용에 적합한 식물의 부분(설탕이나 그 밖의 감미료나 주정을 첨가했는지에 상관없으며 따로 분류되지 않은 것으로 한정한다),기타,김,기타 조제식료품
200899,2008994000,제20류 채소·과실의조제품,그 밖의 방법으로 조제하거나 보존처리한 과실ㆍ견과류와 그 밖의 식용에 적합한 식물의 부분(설탕이나 그 밖의 감미료나 주정을 첨가했는지에 상관없으며 따로 분류되지 않은 것으로 한정한다),기타,소금에 절인 초피,과실류 가공품
200899,2008999000,제20류 채소·과실의조제품,그 밖의 방법으로 조제하거나 보존처리한 과실ㆍ견과류와 그 밖의 식용에 적합한 식물의 부분(설탕이나 그 밖의 감미료나 주정을 첨가했는지에 상관없으며 따로 분류되지 않은 것으로 한정한다),기타,기타,과실류 가공품
200899,2008991000,제20류 채소·과실의조제품,그 밖의 방법으로 조제하거나 보존처리한 과실ㆍ견과류와 그 밖의 식용에 적합한 식물의 부분(설탕이나 그 밖의 감미료나 주정을 첨가했는지에 상관없으며 따로 분류되지 않은 것으로 한정한다),기타,포도,과실류 가공품
200899,2008992000,제20류 채소·과실의조제품,그 밖의 방법으로 조제하거나 보존처리한 과실ㆍ견과류와 그 밖의 식용에 적합한 식물의 부분(설탕이나 그 밖의 감미료나 주정을 첨가했는지에 상관없으며 따로 분류되지 않은 것으로 한정한다),기타,사과,과실류 가공품
200899,2008993000,제20류 채소·과실의조제품,그 밖의 방법으로 조제하거나 보존처리한 과실ㆍ견과류와 그 밖의 식용에 적합한 식물의 부분(설탕이나 그 밖의 감미료나 주정을 첨가했는지에 상관없으며 따로 분류되지 않은 것으로 한정한다),기타,팝콘,과실류 가공품
200911,2009110000,제20류 채소·과실의조제품,과실 주스(포도즙을 포함한다)와 채소 주스(설탕이나 그 밖의 감미료를 첨가했는지에 상관없으며 발효하지 않은 것으로 주정을 함유하지 않은 것으로 한정한다),냉동한 것,냉동한 것,과실주스
200912,2009120000,제20류 채소·과실의조제품,과실 주스(포도즙을 포함한다)와 채소 주스(설탕이나 그 밖의 감미료를 첨가했는지에 상관없으며 발효하지 않은 것으로 주정을 함유하지 않은 것으로 한정한다),냉동하지 않은 것으로서 브릭스(Brix) 값이 20을 초과하지 않은 것,냉동하지 않은 것으로서 브릭스(Brix) 값이 20을 초과하지 않은 것,과실주스
200919,2009190000,제20류 채소·과실의조제품,과실 주스(포도즙을 포함한다)와 채소 주스(설탕이나 그 밖의 감미료를 첨가했는지에 상관없으며 발효하지 않은 것으로 주정을 함유하지 않은 것으로 한정한다),기타,기타,과실주스
200921,2009210000,제20류 채소·과실의조제품,과실 주스(포도즙을 포함한다)와 채소 주스(설탕이나 그 밖의 감미료를 첨가했는지에 상관없으며 발효하지 않은 것으로 주정을 함유하지 않은 것으로 한정한다),브릭스(Brix) 값이 20을 초과하지 않은 것,브릭스(Brix) 값이 20을 초과하지 않은 것,과실주스
200929,2009290000,제20류 채소·과실의조제품,과실 주스(포도즙을 포함한다)와 채소 주스(설탕이나 그 밖의 감미료를 첨가했는지에 상관없으며 발효하지 않은 것으로 주정을 함유하지 않은 것으로 한정한다),기타,기타,과실주스
200931,2009312000,제20류 채소·과실의조제품,과실 주스(포도즙을 포함한다)와 채소 주스(설탕이나 그 밖의 감미료를 첨가했는지에 상관없으며 발효하지 않은 것으로 주정을 함유하지 않은 것으로 한정한다),브릭스(Brix) 값이 20을 초과하지 않은 것,라임주스,과실주스
200931,2009319000,제20류 채소·과실의조제품,과실 주스(포도즙을 포함한다)와 채소 주스(설탕이나 그 밖의 감미료를 첨가했는지에 상관없으며 발효하지 않은 것으로 주정을 함유하지 않은 것으로 한정한다),브릭스(Brix) 값이 20을 초과하지 않은 것,기타,과실주스
200931,2009311000,제20류 채소·과실의조제품,과실 주스(포도즙을 포함한다)와 채소 주스(설탕이나 그 밖의 감미료를 첨가했는지에 상관없으며 발효하지 않은 것으로 주정을 함유하지 않은 것으로 한정한다),브릭스(Brix) 값이 20을 초과하지 않은 것,레몬주스,과실주스
200939,2009391000,제20류 채소·과실의조제품,과실 주스(포도즙을 포함한다)와 채소 주스(설탕이나 그 밖의 감미료를 첨가했는지에 상관없으며 발효하지 않은 것으로 주정을 함유하지 않은 것으로 한정한다),기타,레몬주스,과실주스
200939,2009392000,제20류 채소·과실의조제품,과실 주스(포도즙을 포함한다)와 채소 주스(설탕이나 그 밖의 감미료를 첨가했는지에 상관없으며 발효하지 않은 것으로 주정을 함유하지 않은 것으로 한정한다),기타,라임주스,과실주스
200939,2009399000,제20류 채소·과실의조제품,과실 주스(포도즙을 포함한다)와 채소 주스(설탕이나 그 밖의 감미료를 첨가했는지에 상관없으며 발효하지 않은 것으로 주정을 함유하지 않은 것으로 한정한다),기타,기타,과실주스
200941,2009410000,제20류 채소·과실의조제품,과실 주스(포도즙을 포함한다)와 채소 주스(설탕이나 그 밖의 감미료를 첨가했는지에 상관없으며 발효하지 않은 것으로 주정을 함유하지 않은 것으로 한정한다),브릭스(Brix) 값이 20을 초과하지 않은 것,브릭스(Brix) 값이 20을 초과하지 않은 것,과실주스
200949,2009490000,제20류 채소·과실의조제품,과실 주스(포도즙을 포함한다)와 채소 주스(설탕이나 그 밖의 감미료를 첨가했는지에 상관없으며 발효하지 않은 것으로 주정을 함유하지 않은 것으로 한정한다),기타,기타,과실주스
200950,2009500000,제20류 채소·과실의조제품,과실 주스(포도즙을 포함한다)와 채소 주스(설탕이나 그 밖의 감미료를 첨가했는지에 상관없으며 발효하지 않은 것으로 주정을 함유하지 않은 것으로 한정한다),토마토주스,토마토주스,기타 음료
200961,2009610000,제20류 채소·과실의조제품,과실 주스(포도즙을 포함한다)와 채소 주스(설탕이나 그 밖의 감미료를 첨가했는지에 상관없으며 발효하지 않은 것으로 주정을 함유하지 않은 것으로 한정한다),브릭스(Brix) 값이 30을 초과하지 않은 것,브릭스(Brix) 값이 30을 초과하지 않은 것,과실주스
200969,2009690000,제20류 채소·과실의조제품,과실 주스(포도즙을 포함한다)와 채소 주스(설탕이나 그 밖의 감미료를 첨가했는지에 상관없으며 발효하지 않은 것으로 주정을 함유하지 않은 것으로 한정한다),기타,기타,과실주스
200971,2009710000,제20류 채소·과실의조제품,과실 주스(포도즙을 포함한다)와 채소 주스(설탕이나 그 밖의 감미료를 첨가했는지에 상관없으며 발효하지 않은 것으로 주정을 함유하지 않은 것으로 한정한다),브릭스(Brix) 값이 20을 초과하지 않은 것,브릭스(Brix) 값이 20을 초과하지 않은 것,과실주스
200979,2009790000,제20류 채소·과실의조제품,과실 주스(포도즙을 포함한다)와 채소 주스(설탕이나 그 밖의 감미료를 첨가했는지에 상관없으며 발효하지 않은 것으로 주정을 함유하지 않은 것으로 한정한다),기타,기타,과실주스
200981,2009810000,제20류 채소·과실의조제품,과실 주스(포도즙을 포함한다)와 채소 주스(설탕이나 그 밖의 감미료를 첨가했는지에 상관없으며 발효하지 않은 것으로 주정을 함유하지 않은 것으로 한정한다),크랜베리(cranberry)[바치니움 매크로카르폰(Vaccinium macrocarpon)ㆍ바치니움 옥시코코스(Vaccinium oxycoccos)ㆍ바치니움 비티스-이다에아(Vaccinium vitis-idaea)] 주스,크랜베리(cranberry)[바치니움 매크로카르폰(Vaccinium macrocarpon)ㆍ바치니움 옥시코코스(Vaccinium oxycoccos)ㆍ바치니움 비티스이다에아(Vaccinium vitisidaea)] 주스,과실주스
200989,2009891010,제20류 채소·과실의조제품,과실 주스(포도즙을 포함한다)와 채소 주스(설탕이나 그 밖의 감미료를 첨가했는지에 상관없으며 발효하지 않은 것으로 주정을 함유하지 않은 것으로 한정한다),기타,복숭아주스,과실주스
200989,2009891020,제20류 채소·과실의조제품,과실 주스(포도즙을 포함한다)와 채소 주스(설탕이나 그 밖의 감미료를 첨가했는지에 상관없으며 발효하지 않은 것으로 주정을 함유하지 않은 것으로 한정한다),기타,딸기주스,과실주스
200989,2009891090,제20류 채소·과실의조제품,과실 주스(포도즙을 포함한다)와 채소 주스(설탕이나 그 밖의 감미료를 첨가했는지에 상관없으며 발효하지 않은 것으로 주정을 함유하지 않은 것으로 한정한다),기타,기타,과실주스
200989,2009892000,제20류 채소·과실의조제품,과실 주스(포도즙을 포함한다)와 채소 주스(설탕이나 그 밖의 감미료를 첨가했는지에 상관없으며 발효하지 않은 것으로 주정을 함유하지 않은 것으로 한정한다),기타,채소 주스,기타 음료
200990,2009902000,제20류 채소·과실의조제품,과실 주스(포도즙을 포함한다)와 채소 주스(설탕이나 그 밖의 감미료를 첨가했는지에 상관없으며 발효하지 않은 것으로 주정을 함유하지 않은 것으로 한정한다),혼합 주스,채소로 만든 것,기타 음료
200990,2009909000,제20류 채소·과실의조제품,과실 주스(포도즙을 포함한다)와 채소 주스(설탕이나 그 밖의 감미료를 첨가했는지에 상관없으며 발효하지 않은 것으로 주정을 함유하지 않은 것으로 한정한다),혼합 주스,기타,기타 음료
200990,2009901030,제20류 채소·과실의조제품,과실 주스(포도즙을 포함한다)와 채소 주스(설탕이나 그 밖의 감미료를 첨가했는지에 상관없으며 발효하지 않은 것으로 주정을 함유하지 않은 것으로 한정한다),혼합 주스,포도주스를 주요 재료로 만든 것,과실주스
200990,2009901020,제20류 채소·과실의조제품,과실 주스(포도즙을 포함한다)와 채소 주스(설탕이나 그 밖의 감미료를 첨가했는지에 상관없으며 발효하지 않은 것으로 주정을 함유하지 않은 것으로 한정한다),혼합 주스,사과주스를 주요 재료로 만든 것,과실주스
200990,2009901090,제20류 채소·과실의조제품,과실 주스(포도즙을 포함한다)와 채소 주스(설탕이나 그 밖의 감미료를 첨가했는지에 상관없으며 발효하지 않은 것으로 주정을 함유하지 않은 것으로 한정한다),혼합 주스,기타,과실주스
200990,2009901010,제20류 채소·과실의조제품,과실 주스(포도즙을 포함한다)와 채소 주스(설탕이나 그 밖의 감미료를 첨가했는지에 상관없으며 발효하지 않은 것으로 주정을 함유하지 않은 것으로 한정한다),혼합 주스,오렌지주스를 주요 재료로 만든 것,과실주스
210111,2101119000,제21류 기타의조제식료품,"커피ㆍ차ㆍ마테(mate)의 추출물(extract)ㆍ에센스(essence)ㆍ농축물과 이것들을 기본 재료로 한 조제품, 커피ㆍ차ㆍ마테(mate)를 기본 재료로 한 조제품, 볶은 치커리(chicory)ㆍ그 밖의 볶은 커피 대용물과 이들의 추출물(extract)ㆍ에센스(essence)ㆍ농축물",추출물(extract)ㆍ에센스(essence)ㆍ농축물,기타,인스턴트 커피
210111,2101111000,제21류 기타의조제식료품,"커피ㆍ차ㆍ마테(mate)의 추출물(extract)ㆍ에센스(essence)ㆍ농축물과 이것들을 기본 재료로 한 조제품, 커피ㆍ차ㆍ마테(mate)를 기본 재료로 한 조제품, 볶은 치커리(chicory)ㆍ그 밖의 볶은 커피 대용물과 이들의 추출물(extract)ㆍ에센스(essence)ㆍ농축물",추출물(extract)ㆍ에센스(essence)ㆍ농축물,인스턴트 커피,인스턴트 커피
210112,2101121000,제21류 기타의조제식료품,"커피ㆍ차ㆍ마테(mate)의 추출물(extract)ㆍ에센스(essence)ㆍ농축물과 이것들을 기본 재료로 한 조제품, 커피ㆍ차ㆍ마테(mate)를 기본 재료로 한 조제품, 볶은 치커리(chicory)ㆍ그 밖의 볶은 커피 대용물과 이들의 추출물(extract)ㆍ에센스(essence)ㆍ농축물",추출물(extract)ㆍ에센스(essence)ㆍ농축물을 기본 재료로 하거나 커피를 기본 재료로 한 조제품,인스턴트 커피의 조제품,인스턴트 커피
210112,2101129010,제21류 기타의조제식료품,"커피ㆍ차ㆍ마테(mate)의 추출물(extract)ㆍ에센스(essence)ㆍ농축물과 이것들을 기본 재료로 한 조제품, 커피ㆍ차ㆍ마테(mate)를 기본 재료로 한 조제품, 볶은 치커리(chicory)ㆍ그 밖의 볶은 커피 대용물과 이들의 추출물(extract)ㆍ에센스(essence)ㆍ농축물",추출물(extract)ㆍ에센스(essence)ㆍ농축물을 기본 재료로 하거나 커피를 기본 재료로 한 조제품,밀크ㆍ크림 또는 이들의 대용물을 함유한 것,인스턴트 커피
210112,2101129090,제21류 기타의조제식료품,"커피ㆍ차ㆍ마테(mate)의 추출물(extract)ㆍ에센스(essence)ㆍ농축물과 이것들을 기본 재료로 한 조제품, 커피ㆍ차ㆍ마테(mate)를 기본 재료로 한 조제품, 볶은 치커리(chicory)ㆍ그 밖의 볶은 커피 대용물과 이들의 추출물(extract)ㆍ에센스(essence)ㆍ농축물",추출물(extract)ㆍ에센스(essence)ㆍ농축물을 기본 재료로 하거나 커피를 기본 재료로 한 조제품,기타,인스턴트 커피
210120,2101209090,제21류 기타의조제식료품,"커피ㆍ차ㆍ마테(mate)의 추출물(extract)ㆍ에센스(essence)ㆍ농축물과 이것들을 기본 재료로 한 조제품, 커피ㆍ차ㆍ마테(mate)를 기본 재료로 한 조제품, 볶은 치커리(chicory)ㆍ그 밖의 볶은 커피 대용물과 이들의 추출물(extract)ㆍ에센스(essence)ㆍ농축물","차나 마테(mate)의 추출물(extract)ㆍ에센스(essence)ㆍ농축물, 이들을 기본 재료로 한 조제품, 차나 마테(mate)를 기본 재료로 한 조제품",기타,기타 차류
210120,2101201000,제21류 기타의조제식료품,"커피ㆍ차ㆍ마테(mate)의 추출물(extract)ㆍ에센스(essence)ㆍ농축물과 이것들을 기본 재료로 한 조제품, 커피ㆍ차ㆍ마테(mate)를 기본 재료로 한 조제품, 볶은 치커리(chicory)ㆍ그 밖의 볶은 커피 대용물과 이들의 추출물(extract)ㆍ에센스(essence)ㆍ농축물","차나 마테(mate)의 추출물(extract)ㆍ에센스(essence)ㆍ농축물, 이들을 기본 재료로 한 조제품, 차나 마테(mate)를 기본 재료로 한 조제품",설탕ㆍ레몬이나 이들의 대용물을 함유한 것,기타 차류
210120,2101209011,제21류 기타의조제식료품,"커피ㆍ차ㆍ마테(mate)의 추출물(extract)ㆍ에센스(essence)ㆍ농축물과 이것들을 기본 재료로 한 조제품, 커피ㆍ차ㆍ마테(mate)를 기본 재료로 한 조제품, 볶은 치커리(chicory)ㆍ그 밖의 볶은 커피 대용물과 이들의 추출물(extract)ㆍ에센스(essence)ㆍ농축물","차나 마테(mate)의 추출물(extract)ㆍ에센스(essence)ㆍ농축물, 이들을 기본 재료로 한 조제품, 차나 마테(mate)를 기본 재료로 한 조제품",티백 포장의 것,기타 차류
210120,2101209019,제21류 기타의조제식료품,"커피ㆍ차ㆍ마테(mate)의 추출물(extract)ㆍ에센스(essence)ㆍ농축물과 이것들을 기본 재료로 한 조제품, 커피ㆍ차ㆍ마테(mate)를 기본 재료로 한 조제품, 볶은 치커리(chicory)ㆍ그 밖의 볶은 커피 대용물과 이들의 추출물(extract)ㆍ에센스(essence)ㆍ농축물","차나 마테(mate)의 추출물(extract)ㆍ에센스(essence)ㆍ농축물, 이들을 기본 재료로 한 조제품, 차나 마테(mate)를 기본 재료로 한 조제품",기타,기타 차류
210130,2101301000,제21류 기타의조제식료품,"커피ㆍ차ㆍ마테(mate)의 추출물(extract)ㆍ에센스(essence)ㆍ농축물과 이것들을 기본 재료로 한 조제품, 커피ㆍ차ㆍ마테(mate)를 기본 재료로 한 조제품, 볶은 치커리(chicory)ㆍ그 밖의 볶은 커피 대용물과 이들의 추출물(extract)ㆍ에센스(essence)ㆍ농축물",볶은 치커리(chicory)ㆍ그 밖의 볶은 커피 대용물과 이들의 추출물(extract)ㆍ에센스(essence)ㆍ농축물,보리의 것,기타 차류
210130,2101309000,제21류 기타의조제식료품,"커피ㆍ차ㆍ마테(mate)의 추출물(extract)ㆍ에센스(essence)ㆍ농축물과 이것들을 기본 재료로 한 조제품, 커피ㆍ차ㆍ마테(mate)를 기본 재료로 한 조제품, 볶은 치커리(chicory)ㆍ그 밖의 볶은 커피 대용물과 이들의 추출물(extract)ㆍ에센스(essence)ㆍ농축물",볶은 치커리(chicory)ㆍ그 밖의 볶은 커피 대용물과 이들의 추출물(extract)ㆍ에센스(essence)ㆍ농축물,기타,기타 차류
210210,2102101000,제21류 기타의조제식료품,"효모(활성이거나 불활성인 것), 그 밖의 단세포 미생물(죽은 것으로 한정하며, 제3002호의 백신은 제외한다)과 조제한 베이킹 파우더",활성 효모,양조효모,기타 조제식료품
210210,2102102000,제21류 기타의조제식료품,"효모(활성이거나 불활성인 것), 그 밖의 단세포 미생물(죽은 것으로 한정하며, 제3002호의 백신은 제외한다)과 조제한 베이킹 파우더",활성 효모,증류효모,기타 조제식료품
210210,2102109000,제21류 기타의조제식료품,"효모(활성이거나 불활성인 것), 그 밖의 단세포 미생물(죽은 것으로 한정하며, 제3002호의 백신은 제외한다)과 조제한 베이킹 파우더",활성 효모,기타,기타 조제식료품
210210,2102104000,제21류 기타의조제식료품,"효모(활성이거나 불활성인 것), 그 밖의 단세포 미생물(죽은 것으로 한정하며, 제3002호의 백신은 제외한다)과 조제한 베이킹 파우더",활성 효모,배양효모,기타 조제식료품
210210,2102103000,제21류 기타의조제식료품,"효모(활성이거나 불활성인 것), 그 밖의 단세포 미생물(죽은 것으로 한정하며, 제3002호의 백신은 제외한다)과 조제한 베이킹 파우더",활성 효모,제빵효모,기타 조제식료품
210220,2102204010,제21류 기타의조제식료품,"효모(활성이거나 불활성인 것), 그 밖의 단세포 미생물(죽은 것으로 한정하며, 제3002호의 백신은 제외한다)과 조제한 베이킹 파우더",불활성 효모와 그 밖의 죽은 단세포 미생물,둥글넓적한 모양의 것,기타 조제식료품
210220,2102203090,제21류 기타의조제식료품,"효모(활성이거나 불활성인 것), 그 밖의 단세포 미생물(죽은 것으로 한정하며, 제3002호의 백신은 제외한다)과 조제한 베이킹 파우더",불활성 효모와 그 밖의 죽은 단세포 미생물,기타,기타 조제식료품
210220,2102209000,제21류 기타의조제식료품,"효모(활성이거나 불활성인 것), 그 밖의 단세포 미생물(죽은 것으로 한정하며, 제3002호의 백신은 제외한다)과 조제한 베이킹 파우더",불활성 효모와 그 밖의 죽은 단세포 미생물,기타,기타 조제식료품
210220,2102202000,제21류 기타의조제식료품,"효모(활성이거나 불활성인 것), 그 밖의 단세포 미생물(죽은 것으로 한정하며, 제3002호의 백신은 제외한다)과 조제한 베이킹 파우더",불활성 효모와 그 밖의 죽은 단세포 미생물,누룩,기타 조제식료품
210220,2102201000,제21류 기타의조제식료품,"효모(활성이거나 불활성인 것), 그 밖의 단세포 미생물(죽은 것으로 한정하며, 제3002호의 백신은 제외한다)과 조제한 베이킹 파우더",불활성 효모와 그 밖의 죽은 단세포 미생물,불활성 효모,기타 조제식료품
210220,2102203010,제21류 기타의조제식료품,"효모(활성이거나 불활성인 것), 그 밖의 단세포 미생물(죽은 것으로 한정하며, 제3002호의 백신은 제외한다)과 조제한 베이킹 파우더",불활성 효모와 그 밖의 죽은 단세포 미생물,둥글넓적한 모양의 것,기타 조제식료품
210220,2102204090,제21류 기타의조제식료품,"효모(활성이거나 불활성인 것), 그 밖의 단세포 미생물(죽은 것으로 한정하며, 제3002호의 백신은 제외한다)과 조제한 베이킹 파우더",불활성 효모와 그 밖의 죽은 단세포 미생물,기타,기타 조제식료품
210230,2102300000,제21류 기타의조제식료품,"효모(활성이거나 불활성인 것), 그 밖의 단세포 미생물(죽은 것으로 한정하며, 제3002호의 백신은 제외한다)과 조제한 베이킹 파우더",조제한 베이킹 파우더,조제한 베이킹 파우더,기타 조제식료품
210310,2103100000,제21류 기타의조제식료품,"소스와 소스용 조제품, 혼합조미료, 겨자의 고운 가루ㆍ거친 가루와 조제한 겨자",간장,간장,기타 조제식료품
210320,2103201000,제21류 기타의조제식료품,"소스와 소스용 조제품, 혼합조미료, 겨자의 고운 가루ㆍ거친 가루와 조제한 겨자",토마토 케첩과 그 밖의 토마토로 만든 소스,토마토 케첩,기타 조제식료품
210320,2103202000,제21류 기타의조제식료품,"소스와 소스용 조제품, 혼합조미료, 겨자의 고운 가루ㆍ거친 가루와 조제한 겨자",토마토 케첩과 그 밖의 토마토로 만든 소스,토마토 소스,기타 조제식료품
